id,house,house_theme,sign,sign_element,sign_mode,sign_trait,interpretation,strength,challenge,advice,description
HOUSE_4_물고기,4,가정과 뿌리,물고기자리,물,변통,"상상력, 공감, 몽상적","4하우스(가정과 뿌리)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 가정과 뿌리 영역에서 발휘됩니다.,변통궁의 특성이 때로 가정과 뿌리 영역에서 도전이 될 수 있습니다.,가정과 뿌리 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_4_물고기: Governs life matters.
HOUSE_5_양,5,창조와 로맨스,양자리,불,활동,"선구적, 용감함, 충동적","5하우스(창조와 로맨스)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 창조와 로맨스 영역에서 발휘됩니다.,활동궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_양: Governs life matters.
HOUSE_5_황소,5,창조와 로맨스,황소자리,땅,고정,"안정적, 감각적, 고집","5하우스(창조와 로맨스)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 창조와 로맨스 영역에서 발휘됩니다.,고정궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_황소: Governs life matters.
HOUSE_5_쌍둥이,5,창조와 로맨스,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","5하우스(창조와 로맨스)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 창조와 로맨스 영역에서 발휘됩니다.,변통궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_쌍둥이: Governs life matters.
HOUSE_5_게,5,창조와 로맨스,게자리,물,활동,"보호적, 감정적, 직관적","5하우스(창조와 로맨스)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 창조와 로맨스 영역에서 발휘됩니다.,활동궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_게: Governs life matters.
HOUSE_5_사자,5,창조와 로맨스,사자자리,불,고정,"창의적, 자신감, 드라마틱","5하우스(창조와 로맨스)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 창조와 로맨스 영역에서 발휘됩니다.,고정궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_사자: Governs life matters.
HOUSE_5_처녀,5,창조와 로맨스,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","5하우스(창조와 로맨스)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 창조와 로맨스 영역에서 발휘됩니다.,변통궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_처녀: Governs life matters.
HOUSE_5_천칭,5,창조와 로맨스,천칭자리,공기,활동,"외교적, 조화, 우유부단","5하우스(창조와 로맨스)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 창조와 로맨스 영역에서 발휘됩니다.,활동궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_천칭: Governs life matters.
HOUSE_5_전갈,5,창조와 로맨스,전갈자리,물,고정,"강렬함, 통찰력, 집착","5하우스(창조와 로맨스)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 창조와 로맨스 영역에서 발휘됩니다.,고정궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_전갈: Governs life matters.
HOUSE_5_사수,5,창조와 로맨스,사수자리,불,변통,"낙천적, 자유로움, 철학적","5하우스(창조와 로맨스)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 창조와 로맨스 영역에서 발휘됩니다.,변통궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_사수: Governs life matters.
HOUSE_5_염소,5,창조와 로맨스,염소자리,땅,활동,"야심적, 책임감, 보수적","5하우스(창조와 로맨스)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 창조와 로맨스 영역에서 발휘됩니다.,활동궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_염소: Governs life matters.
HOUSE_5_물병,5,창조와 로맨스,물병자리,공기,고정,"혁신적, 독립적, 인도주의","5하우스(창조와 로맨스)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 창조와 로맨스 영역에서 발휘됩니다.,고정궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_물병: Governs life matters.
HOUSE_5_물고기,5,창조와 로맨스,물고기자리,물,변통,"상상력, 공감, 몽상적","5하우스(창조와 로맨스)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 창조와 로맨스 영역에서 발휘됩니다.,변통궁의 특성이 때로 창조와 로맨스 영역에서 도전이 될 수 있습니다.,창조와 로맨스 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_5_물고기: Governs life matters.
HOUSE_6_양,6,건강과 일상,양자리,불,활동,"선구적, 용감함, 충동적","6하우스(건강과 일상)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 건강과 일상 영역에서 발휘됩니다.,활동궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_양: Governs life matters.
HOUSE_6_황소,6,건강과 일상,황소자리,땅,고정,"안정적, 감각적, 고집","6하우스(건강과 일상)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 건강과 일상 영역에서 발휘됩니다.,고정궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_황소: Governs life matters.
HOUSE_6_쌍둥이,6,건강과 일상,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","6하우스(건강과 일상)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 건강과 일상 영역에서 발휘됩니다.,변통궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_쌍둥이: Governs life matters.
HOUSE_6_게,6,건강과 일상,게자리,물,활동,"보호적, 감정적, 직관적","6하우스(건강과 일상)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 건강과 일상 영역에서 발휘됩니다.,활동궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_게: Governs life matters.
HOUSE_6_사자,6,건강과 일상,사자자리,불,고정,"창의적, 자신감, 드라마틱","6하우스(건강과 일상)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 건강과 일상 영역에서 발휘됩니다.,고정궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_사자: Governs life matters.
HOUSE_6_처녀,6,건강과 일상,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","6하우스(건강과 일상)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 건강과 일상 영역에서 발휘됩니다.,변통궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_처녀: Governs life matters.
HOUSE_6_천칭,6,건강과 일상,천칭자리,공기,활동,"외교적, 조화, 우유부단","6하우스(건강과 일상)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 건강과 일상 영역에서 발휘됩니다.,활동궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_천칭: Governs life matters.
HOUSE_6_전갈,6,건강과 일상,전갈자리,물,고정,"강렬함, 통찰력, 집착","6하우스(건강과 일상)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 건강과 일상 영역에서 발휘됩니다.,고정궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_전갈: Governs life matters.
HOUSE_6_사수,6,건강과 일상,사수자리,불,변통,"낙천적, 자유로움, 철학적","6하우스(건강과 일상)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 건강과 일상 영역에서 발휘됩니다.,변통궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_사수: Governs life matters.
HOUSE_6_염소,6,건강과 일상,염소자리,땅,활동,"야심적, 책임감, 보수적","6하우스(건강과 일상)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 건강과 일상 영역에서 발휘됩니다.,활동궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_염소: Governs life matters.
HOUSE_6_물병,6,건강과 일상,물병자리,공기,고정,"혁신적, 독립적, 인도주의","6하우스(건강과 일상)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 건강과 일상 영역에서 발휘됩니다.,고정궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_물병: Governs life matters.
HOUSE_6_물고기,6,건강과 일상,물고기자리,물,변통,"상상력, 공감, 몽상적","6하우스(건강과 일상)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 건강과 일상 영역에서 발휘됩니다.,변통궁의 특성이 때로 건강과 일상 영역에서 도전이 될 수 있습니다.,건강과 일상 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_6_물고기: Governs life matters.
HOUSE_7_양,7,파트너십,양자리,불,활동,"선구적, 용감함, 충동적","7하우스(파트너십)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 파트너십 영역에서 발휘됩니다.,활동궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_양: Governs life matters.
HOUSE_7_황소,7,파트너십,황소자리,땅,고정,"안정적, 감각적, 고집","7하우스(파트너십)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 파트너십 영역에서 발휘됩니다.,고정궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_황소: Governs life matters.
HOUSE_7_쌍둥이,7,파트너십,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","7하우스(파트너십)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 파트너십 영역에서 발휘됩니다.,변통궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_쌍둥이: Governs life matters.
HOUSE_7_게,7,파트너십,게자리,물,활동,"보호적, 감정적, 직관적","7하우스(파트너십)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 파트너십 영역에서 발휘됩니다.,활동궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_게: Governs life matters.
HOUSE_7_사자,7,파트너십,사자자리,불,고정,"창의적, 자신감, 드라마틱","7하우스(파트너십)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 파트너십 영역에서 발휘됩니다.,고정궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_사자: Governs life matters.
HOUSE_7_처녀,7,파트너십,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","7하우스(파트너십)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 파트너십 영역에서 발휘됩니다.,변통궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_처녀: Governs life matters.
HOUSE_7_천칭,7,파트너십,천칭자리,공기,활동,"외교적, 조화, 우유부단","7하우스(파트너십)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 파트너십 영역에서 발휘됩니다.,활동궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_천칭: Governs life matters.
HOUSE_7_전갈,7,파트너십,전갈자리,물,고정,"강렬함, 통찰력, 집착","7하우스(파트너십)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 파트너십 영역에서 발휘됩니다.,고정궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_전갈: Governs life matters.
HOUSE_7_사수,7,파트너십,사수자리,불,변통,"낙천적, 자유로움, 철학적","7하우스(파트너십)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 파트너십 영역에서 발휘됩니다.,변통궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_사수: Governs life matters.
HOUSE_7_염소,7,파트너십,염소자리,땅,활동,"야심적, 책임감, 보수적","7하우스(파트너십)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 파트너십 영역에서 발휘됩니다.,활동궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_염소: Governs life matters.
HOUSE_7_물병,7,파트너십,물병자리,공기,고정,"혁신적, 독립적, 인도주의","7하우스(파트너십)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 파트너십 영역에서 발휘됩니다.,고정궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_물병: Governs life matters.
HOUSE_7_물고기,7,파트너십,물고기자리,물,변통,"상상력, 공감, 몽상적","7하우스(파트너십)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 파트너십 영역에서 발휘됩니다.,변통궁의 특성이 때로 파트너십 영역에서 도전이 될 수 있습니다.,파트너십 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_7_물고기: Governs life matters.
HOUSE_8_양,8,변환과 심리,양자리,불,활동,"선구적, 용감함, 충동적","8하우스(변환과 심리)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 변환과 심리 영역에서 발휘됩니다.,활동궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_양: Governs life matters.
HOUSE_8_황소,8,변환과 심리,황소자리,땅,고정,"안정적, 감각적, 고집","8하우스(변환과 심리)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 변환과 심리 영역에서 발휘됩니다.,고정궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_황소: Governs life matters.
HOUSE_8_쌍둥이,8,변환과 심리,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","8하우스(변환과 심리)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 변환과 심리 영역에서 발휘됩니다.,변통궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_쌍둥이: Governs life matters.
HOUSE_8_게,8,변환과 심리,게자리,물,활동,"보호적, 감정적, 직관적","8하우스(변환과 심리)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 변환과 심리 영역에서 발휘됩니다.,활동궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_게: Governs life matters.
HOUSE_8_사자,8,변환과 심리,사자자리,불,고정,"창의적, 자신감, 드라마틱","8하우스(변환과 심리)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 변환과 심리 영역에서 발휘됩니다.,고정궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_사자: Governs life matters.
HOUSE_8_처녀,8,변환과 심리,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","8하우스(변환과 심리)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 변환과 심리 영역에서 발휘됩니다.,변통궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_처녀: Governs life matters.
HOUSE_8_천칭,8,변환과 심리,천칭자리,공기,활동,"외교적, 조화, 우유부단","8하우스(변환과 심리)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 변환과 심리 영역에서 발휘됩니다.,활동궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_천칭: Governs life matters.
HOUSE_8_전갈,8,변환과 심리,전갈자리,물,고정,"강렬함, 통찰력, 집착","8하우스(변환과 심리)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 변환과 심리 영역에서 발휘됩니다.,고정궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_전갈: Governs life matters.
HOUSE_8_사수,8,변환과 심리,사수자리,불,변통,"낙천적, 자유로움, 철학적","8하우스(변환과 심리)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 변환과 심리 영역에서 발휘됩니다.,변통궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_사수: Governs life matters.
HOUSE_8_염소,8,변환과 심리,염소자리,땅,활동,"야심적, 책임감, 보수적","8하우스(변환과 심리)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 변환과 심리 영역에서 발휘됩니다.,활동궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_염소: Governs life matters.
HOUSE_8_물병,8,변환과 심리,물병자리,공기,고정,"혁신적, 독립적, 인도주의","8하우스(변환과 심리)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 변환과 심리 영역에서 발휘됩니다.,고정궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_물병: Governs life matters.
HOUSE_8_물고기,8,변환과 심리,물고기자리,물,변통,"상상력, 공감, 몽상적","8하우스(변환과 심리)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 변환과 심리 영역에서 발휘됩니다.,변통궁의 특성이 때로 변환과 심리 영역에서 도전이 될 수 있습니다.,변환과 심리 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_8_물고기: Governs life matters.
