id,house,house_theme,sign,sign_element,sign_mode,sign_trait,interpretation,strength,challenge,advice,description
HOUSE_9_양,9,철학과 확장,양자리,불,활동,"선구적, 용감함, 충동적","9하우스(철학과 확장)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 철학과 확장 영역에서 발휘됩니다.,활동궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_양: Governs life matters.
HOUSE_9_황소,9,철학과 확장,황소자리,땅,고정,"안정적, 감각적, 고집","9하우스(철학과 확장)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 철학과 확장 영역에서 발휘됩니다.,고정궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_황소: Governs life matters.
HOUSE_9_쌍둥이,9,철학과 확장,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","9하우스(철학과 확장)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 철학과 확장 영역에서 발휘됩니다.,변통궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_쌍둥이: Governs life matters.
HOUSE_9_게,9,철학과 확장,게자리,물,활동,"보호적, 감정적, 직관적","9하우스(철학과 확장)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 철학과 확장 영역에서 발휘됩니다.,활동궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_게: Governs life matters.
HOUSE_9_사자,9,철학과 확장,사자자리,불,고정,"창의적, 자신감, 드라마틱","9하우스(철학과 확장)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 철학과 확장 영역에서 발휘됩니다.,고정궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_사자: Governs life matters.
HOUSE_9_처녀,9,철학과 확장,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","9하우스(철학과 확장)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 철학과 확장 영역에서 발휘됩니다.,변통궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_처녀: Governs life matters.
HOUSE_9_천칭,9,철학과 확장,천칭자리,공기,활동,"외교적, 조화, 우유부단","9하우스(철학과 확장)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 철학과 확장 영역에서 발휘됩니다.,활동궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_천칭: Governs life matters.
HOUSE_9_전갈,9,철학과 확장,전갈자리,물,고정,"강렬함, 통찰력, 집착","9하우스(철학과 확장)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 철학과 확장 영역에서 발휘됩니다.,고정궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_전갈: Governs life matters.
HOUSE_9_사수,9,철학과 확장,사수자리,불,변통,"낙천적, 자유로움, 철학적","9하우스(철학과 확장)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 철학과 확장 영역에서 발휘됩니다.,변통궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_사수: Governs life matters.
HOUSE_9_염소,9,철학과 확장,염소자리,땅,활동,"야심적, 책임감, 보수적","9하우스(철학과 확장)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 철학과 확장 영역에서 발휘됩니다.,활동궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_염소: Governs life matters.
HOUSE_9_물병,9,철학과 확장,물병자리,공기,고정,"혁신적, 독립적, 인도주의","9하우스(철학과 확장)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 철학과 확장 영역에서 발휘됩니다.,고정궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_물병: Governs life matters.
HOUSE_9_물고기,9,철학과 확장,물고기자리,물,변통,"상상력, 공감, 몽상적","9하우스(철학과 확장)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 철학과 확장 영역에서 발휘됩니다.,변통궁의 특성이 때로 철학과 확장 영역에서 도전이 될 수 있습니다.,철학과 확장 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_9_물고기: Governs life matters.
HOUSE_10_양,10,경력과 명성,양자리,불,활동,"선구적, 용감함, 충동적","10하우스(경력과 명성)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 경력과 명성 영역에서 발휘됩니다.,활동궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_양: Governs life matters.
HOUSE_10_황소,10,경력과 명성,황소자리,땅,고정,"안정적, 감각적, 고집","10하우스(경력과 명성)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 경력과 명성 영역에서 발휘됩니다.,고정궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_황소: Governs life matters.
HOUSE_10_쌍둥이,10,경력과 명성,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","10하우스(경력과 명성)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 경력과 명성 영역에서 발휘됩니다.,변통궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_쌍둥이: Governs life matters.
HOUSE_10_게,10,경력과 명성,게자리,물,활동,"보호적, 감정적, 직관적","10하우스(경력과 명성)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 경력과 명성 영역에서 발휘됩니다.,활동궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_게: Governs life matters.
HOUSE_10_사자,10,경력과 명성,사자자리,불,고정,"창의적, 자신감, 드라마틱","10하우스(경력과 명성)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 경력과 명성 영역에서 발휘됩니다.,고정궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_사자: Governs life matters.
HOUSE_10_처녀,10,경력과 명성,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","10하우스(경력과 명성)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 경력과 명성 영역에서 발휘됩니다.,변통궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_처녀: Governs life matters.
HOUSE_10_천칭,10,경력과 명성,천칭자리,공기,활동,"외교적, 조화, 우유부단","10하우스(경력과 명성)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 경력과 명성 영역에서 발휘됩니다.,활동궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_천칭: Governs life matters.
HOUSE_10_전갈,10,경력과 명성,전갈자리,물,고정,"강렬함, 통찰력, 집착","10하우스(경력과 명성)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 경력과 명성 영역에서 발휘됩니다.,고정궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_전갈: Governs life matters.
HOUSE_10_사수,10,경력과 명성,사수자리,불,변통,"낙천적, 자유로움, 철학적","10하우스(경력과 명성)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 경력과 명성 영역에서 발휘됩니다.,변통궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_사수: Governs life matters.
HOUSE_10_염소,10,경력과 명성,염소자리,땅,활동,"야심적, 책임감, 보수적","10하우스(경력과 명성)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 경력과 명성 영역에서 발휘됩니다.,활동궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_염소: Governs life matters.
HOUSE_10_물병,10,경력과 명성,물병자리,공기,고정,"혁신적, 독립적, 인도주의","10하우스(경력과 명성)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 경력과 명성 영역에서 발휘됩니다.,고정궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_물병: Governs life matters.
HOUSE_10_물고기,10,경력과 명성,물고기자리,물,변통,"상상력, 공감, 몽상적","10하우스(경력과 명성)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 경력과 명성 영역에서 발휘됩니다.,변통궁의 특성이 때로 경력과 명성 영역에서 도전이 될 수 있습니다.,경력과 명성 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_10_물고기: Governs life matters.
HOUSE_11_양,11,친구와 희망,양자리,불,활동,"선구적, 용감함, 충동적","11하우스(친구와 희망)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 친구와 희망 영역에서 발휘됩니다.,활동궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_양: Governs life matters.
HOUSE_11_황소,11,친구와 희망,황소자리,땅,고정,"안정적, 감각적, 고집","11하우스(친구와 희망)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 친구와 희망 영역에서 발휘됩니다.,고정궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_황소: Governs life matters.
HOUSE_11_쌍둥이,11,친구와 희망,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","11하우스(친구와 희망)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 친구와 희망 영역에서 발휘됩니다.,변통궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_쌍둥이: Governs life matters.
HOUSE_11_게,11,친구와 희망,게자리,물,활동,"보호적, 감정적, 직관적","11하우스(친구와 희망)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 친구와 희망 영역에서 발휘됩니다.,활동궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_게: Governs life matters.
HOUSE_11_사자,11,친구와 희망,사자자리,불,고정,"창의적, 자신감, 드라마틱","11하우스(친구와 희망)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 친구와 희망 영역에서 발휘됩니다.,고정궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_사자: Governs life matters.
HOUSE_11_처녀,11,친구와 희망,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","11하우스(친구와 희망)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 친구와 희망 영역에서 발휘됩니다.,변통궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_처녀: Governs life matters.
HOUSE_11_천칭,11,친구와 희망,천칭자리,공기,활동,"외교적, 조화, 우유부단","11하우스(친구와 희망)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 친구와 희망 영역에서 발휘됩니다.,활동궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_천칭: Governs life matters.
HOUSE_11_전갈,11,친구와 희망,전갈자리,물,고정,"강렬함, 통찰력, 집착","11하우스(친구와 희망)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 친구와 희망 영역에서 발휘됩니다.,고정궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_전갈: Governs life matters.
HOUSE_11_사수,11,친구와 희망,사수자리,불,변통,"낙천적, 자유로움, 철학적","11하우스(친구와 희망)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 친구와 희망 영역에서 발휘됩니다.,변통궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_사수: Governs life matters.
HOUSE_11_염소,11,친구와 희망,염소자리,땅,활동,"야심적, 책임감, 보수적","11하우스(친구와 희망)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 친구와 희망 영역에서 발휘됩니다.,활동궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_염소: Governs life matters.
HOUSE_11_물병,11,친구와 희망,물병자리,공기,고정,"혁신적, 독립적, 인도주의","11하우스(친구와 희망)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 친구와 희망 영역에서 발휘됩니다.,고정궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_물병: Governs life matters.
HOUSE_11_물고기,11,친구와 희망,물고기자리,물,변통,"상상력, 공감, 몽상적","11하우스(친구와 희망)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 친구와 희망 영역에서 발휘됩니다.,변통궁의 특성이 때로 친구와 희망 영역에서 도전이 될 수 있습니다.,친구와 희망 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_11_물고기: Governs life matters.
HOUSE_12_양,12,영성과 무의식,양자리,불,활동,"선구적, 용감함, 충동적","12하우스(영성과 무의식)에 양자리가 있으면, 선구적, 용감함, 충동적한 방식으로 이 영역을 경험합니다.",양자리의 불 에너지가 영성과 무의식 영역에서 발휘됩니다.,활동궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 양자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_양: Governs life matters.
HOUSE_12_황소,12,영성과 무의식,황소자리,땅,고정,"안정적, 감각적, 고집","12하우스(영성과 무의식)에 황소자리가 있으면, 안정적, 감각적, 고집한 방식으로 이 영역을 경험합니다.",황소자리의 땅 에너지가 영성과 무의식 영역에서 발휘됩니다.,고정궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 황소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_황소: Governs life matters.
HOUSE_12_쌍둥이,12,영성과 무의식,쌍둥이자리,공기,변통,"다재다능, 호기심, 변덕","12하우스(영성과 무의식)에 쌍둥이자리가 있으면, 다재다능, 호기심, 변덕한 방식으로 이 영역을 경험합니다.",쌍둥이자리의 공기 에너지가 영성과 무의식 영역에서 발휘됩니다.,변통궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 쌍둥이자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_쌍둥이: Governs life matters.
HOUSE_12_게,12,영성과 무의식,게자리,물,활동,"보호적, 감정적, 직관적","12하우스(영성과 무의식)에 게자리가 있으면, 보호적, 감정적, 직관적한 방식으로 이 영역을 경험합니다.",게자리의 물 에너지가 영성과 무의식 영역에서 발휘됩니다.,활동궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 게자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_게: Governs life matters.
HOUSE_12_사자,12,영성과 무의식,사자자리,불,고정,"창의적, 자신감, 드라마틱","12하우스(영성과 무의식)에 사자자리가 있으면, 창의적, 자신감, 드라마틱한 방식으로 이 영역을 경험합니다.",사자자리의 불 에너지가 영성과 무의식 영역에서 발휘됩니다.,고정궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 사자자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_사자: Governs life matters.
HOUSE_12_처녀,12,영성과 무의식,처녀자리,땅,변통,"분석적, 실용적, 완벽주의","12하우스(영성과 무의식)에 처녀자리가 있으면, 분석적, 실용적, 완벽주의한 방식으로 이 영역을 경험합니다.",처녀자리의 땅 에너지가 영성과 무의식 영역에서 발휘됩니다.,변통궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 처녀자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_처녀: Governs life matters.
HOUSE_12_천칭,12,영성과 무의식,천칭자리,공기,활동,"외교적, 조화, 우유부단","12하우스(영성과 무의식)에 천칭자리가 있으면, 외교적, 조화, 우유부단한 방식으로 이 영역을 경험합니다.",천칭자리의 공기 에너지가 영성과 무의식 영역에서 발휘됩니다.,활동궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 천칭자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_천칭: Governs life matters.
HOUSE_12_전갈,12,영성과 무의식,전갈자리,물,고정,"강렬함, 통찰력, 집착","12하우스(영성과 무의식)에 전갈자리가 있으면, 강렬함, 통찰력, 집착한 방식으로 이 영역을 경험합니다.",전갈자리의 물 에너지가 영성과 무의식 영역에서 발휘됩니다.,고정궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 전갈자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_전갈: Governs life matters.
HOUSE_12_사수,12,영성과 무의식,사수자리,불,변통,"낙천적, 자유로움, 철학적","12하우스(영성과 무의식)에 사수자리가 있으면, 낙천적, 자유로움, 철학적한 방식으로 이 영역을 경험합니다.",사수자리의 불 에너지가 영성과 무의식 영역에서 발휘됩니다.,변통궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 사수자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_사수: Governs life matters.
HOUSE_12_염소,12,영성과 무의식,염소자리,땅,활동,"야심적, 책임감, 보수적","12하우스(영성과 무의식)에 염소자리가 있으면, 야심적, 책임감, 보수적한 방식으로 이 영역을 경험합니다.",염소자리의 땅 에너지가 영성과 무의식 영역에서 발휘됩니다.,활동궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 염소자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_염소: Governs life matters.
HOUSE_12_물병,12,영성과 무의식,물병자리,공기,고정,"혁신적, 독립적, 인도주의","12하우스(영성과 무의식)에 물병자리가 있으면, 혁신적, 독립적, 인도주의한 방식으로 이 영역을 경험합니다.",물병자리의 공기 에너지가 영성과 무의식 영역에서 발휘됩니다.,고정궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 물병자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_물병: Governs life matters.
HOUSE_12_물고기,12,영성과 무의식,물고기자리,물,변통,"상상력, 공감, 몽상적","12하우스(영성과 무의식)에 물고기자리가 있으면, 상상력, 공감, 몽상적한 방식으로 이 영역을 경험합니다.",물고기자리의 물 에너지가 영성과 무의식 영역에서 발휘됩니다.,변통궁의 특성이 때로 영성과 무의식 영역에서 도전이 될 수 있습니다.,영성과 무의식 영역에서 물고기자리의 장점을 살리면서 균형을 찾으세요.,House HOUSE_12_물고기: Governs life matters.
